target_uri;target_id;goal_id;term;source_span;emitted_by_step;target_count;discriminating
http://data.europa.eu/sdg/17.1;17.1;17;domestic resource mobilization;Strengthen domestic resource mobilization;6;1;yes
http://data.europa.eu/sdg/17.1;17.1;17;support to developing countries;through international support to developing countries;6;1;yes
http://data.europa.eu/sdg/17.1;17.1;17;developing countries;through international support to developing countries;7;22;no
http://data.europa.eu/sdg/17.1;17.1;17;improve domestic capacity for tax;to improve domestic capacity for tax;6;1;yes
http://data.europa.eu/sdg/17.1;17.1;17;capacity for tax;to improve domestic capacity for tax;7;1;yes
http://data.europa.eu/sdg/17.1;17.1;17;revenue collection;other revenue collection;6;1;yes
http://data.europa.eu/sdg/17.2;17.2;17;development assistance commitments;Developed countries to implement fully their official development assistance commitments;7;1;yes
http://data.europa.eu/sdg/17.2;17.2;17;developing countries;the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance   to developing countries;7;22;no
http://data.europa.eu/sdg/17.2;17.2;17;developed countries;0.15 to 0.20 per cent of ODA/GNI to least developed countries;7;19;no
http://data.europa.eu/sdg/17.3;17.3;17;multiple sources;Mobilize additional financial resources for developing countries from multiple sources;7;1;yes
http://data.europa.eu/sdg/17.4;17.4;17;fostering debt financing;Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing;7;1;yes
http://data.europa.eu/sdg/17.4;17.4;17;debt relief;debt relief;6;1;yes
http://data.europa.eu/sdg/17.4;17.4;17;debt restructuring;debt restructuring;6;1;yes
http://data.europa.eu/sdg/17.4;17.4;17;reduce debt distress;address the external debt of highly indebted poor countries to reduce debt distress;7;1;yes
http://data.europa.eu/sdg/17.5;17.5;17;developed countries;implement investment promotion regimes for least developed countries;7;19;no
http://data.europa.eu/sdg/17.6;17.6;17;north-south;Enhance North-South;6;2;yes
http://data.europa.eu/sdg/17.6;17.6;17;south-south;South-South;6;2;yes
http://data.europa.eu/sdg/17.6;17.6;17;triangular regional;triangular regional;6;1;yes
http://data.europa.eu/sdg/17.6;17.6;17;cooperation;international cooperation on;6;3;yes
http://data.europa.eu/sdg/17.6;17.6;17;access to science;access to science;6;1;yes
http://data.europa.eu/sdg/17.6;17.6;17;knowledge-sharing on mutually agreed terms;enhance knowledge-sharing on mutually agreed terms;6;1;yes
http://data.europa.eu/sdg/17.6;17.6;17;mutually agreed terms;enhance knowledge-sharing on mutually agreed terms;7;1;yes
http://data.europa.eu/sdg/17.6;17.6;17;improved coordination among existing mechanisms;through improved coordination among existing mechanisms;6;1;yes
http://data.europa.eu/sdg/17.6;17.6;17;among existing mechanisms;through improved coordination among existing mechanisms;7;1;yes
http://data.europa.eu/sdg/17.6;17.6;17;united nations;at the United Nations level;6;1;yes
http://data.europa.eu/sdg/17.6;17.6;17;technology facilitation mechanism;through a global technology facilitation mechanism;6;1;yes
http://data.europa.eu/sdg/17.7;17.7;17;transfer;transfer;6;1;yes
http://data.europa.eu/sdg/17.7;17.7;17;dissemination;dissemination;6;1;yes
http://data.europa.eu/sdg/17.7;17.7;17;favourable terms;diffusion of environmentally sound technologies to developing countries on favourable terms;7;1;yes
http://data.europa.eu/sdg/17.7;17.7;17;concessional;on concessional;6;1;yes
http://data.europa.eu/sdg/17.7;17.7;17;preferential terms;preferential terms;6;1;yes
http://data.europa.eu/sdg/17.7;17.7;17;mutually agreed;as mutually agreed;6;1;yes
http://data.europa.eu/sdg/17.8;17.8;17;fully operationalize the technology bank;Fully operationalize the technology bank;6;1;yes
http://data.europa.eu/sdg/17.8;17.8;17;technology bank;Fully operationalize the technology bank;7;1;yes
http://data.europa.eu/sdg/17.8;17.8;17;science;science;6;1;yes
http://data.europa.eu/sdg/17.8;17.8;17;countries by 2017;innovation capacity-building mechanism for least developed countries by 2017;7;1;yes
http://data.europa.eu/sdg/17.8;17.8;17;use of enabling technology;enhance the use of enabling technology;6;2;yes
http://data.europa.eu/sdg/17.8;17.8;17;enabling technology;enhance the use of enabling technology;7;2;yes
http://data.europa.eu/sdg/17.8;17.8;17;information;information;6;4;yes
http://data.europa.eu/sdg/17.8;17.8;17;communications technology;communications technology;6;4;yes
http://data.europa.eu/sdg/17.9;17.9;17;support for implementing effective;Enhance international support for implementing effective;6;1;yes
http://data.europa.eu/sdg/17.9;17.9;17;implementing effective;Enhance international support for implementing effective;7;1;yes
http://data.europa.eu/sdg/17.9;17.9;17;sustainable development goals;targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals;7;1;yes
http://data.europa.eu/sdg/17.9;17.9;17;north-south;through North-South;6;2;yes
http://data.europa.eu/sdg/17.9;17.9;17;south-south;South-South;6;2;yes
http://data.europa.eu/sdg/17.9;17.9;17;triangular cooperation;triangular cooperation;6;1;yes
http://data.europa.eu/sdg/17.10;17.10;17;universal;Promote a universal;6;2;yes
http://data.europa.eu/sdg/17.10;17.10;17;rules-based;rules-based;6;1;yes
http://data.europa.eu/sdg/17.10;17.10;17;open;open;6;1;yes
http://data.europa.eu/sdg/17.10;17.10;17;non discriminatory;non‑discriminatory;6;1;yes
http://data.europa.eu/sdg/17.10;17.10;17;world trade organization;equitable multilateral trading system under the World Trade Organization;7;1;yes
http://data.europa.eu/sdg/17.10;17.10;17;doha development agenda;through the conclusion of negotiations under its Doha Development Agenda;7;1;yes
http://data.europa.eu/sdg/17.11;17.11;17;increase the exports of developing countries;Significantly increase the exports of developing countries;6;1;yes
http://data.europa.eu/sdg/17.11;17.11;17;developing countries;Significantly increase the exports of developing countries;7;22;no
http://data.europa.eu/sdg/17.11;17.11;17;exports by 2020;with a view to doubling the least developed countries’ share of global exports by 2020;7;1;yes
http://data.europa.eu/sdg/17.12;17.12;17;realize timely implementation of duty-free;Realize timely implementation of duty-free;6;1;yes
http://data.europa.eu/sdg/17.12;17.12;17;implementation of duty-free;Realize timely implementation of duty-free;7;1;yes
http://data.europa.eu/sdg/17.12;17.12;17;developed countries;quota-free market access on a lasting basis for all least developed countries;7;19;no
http://data.europa.eu/sdg/17.12;17.12;17;consistent with world trade organization decisions;consistent with World Trade Organization decisions;6;1;yes
http://data.europa.eu/sdg/17.12;17.12;17;trade organization decisions;consistent with World Trade Organization decisions;7;1;yes
http://data.europa.eu/sdg/17.12;17.12;17;countries are transparent;by ensuring that preferential rules of origin applicable to imports from least developed countries are transparent;7;1;yes
http://data.europa.eu/sdg/17.12;17.12;17;simple;simple;6;1;yes
http://data.europa.eu/sdg/17.12;17.12;17;contribute to facilitating market access;contribute to facilitating market access;6;1;yes
http://data.europa.eu/sdg/17.12;17.12;17;facilitating market access;contribute to facilitating market access;7;1;yes
http://data.europa.eu/sdg/17.13;17.13;17;macroeconomic stability;Enhance global macroeconomic stability;6;1;yes
http://data.europa.eu/sdg/17.13;17.13;17;policy coordination;through policy coordination;6;1;yes
http://data.europa.eu/sdg/17.13;17.13;17;policy coherence;policy coherence;6;1;yes
http://data.europa.eu/sdg/17.14;17.14;17;policy coherence for sustainable development;Enhance policy coherence for sustainable development;6;1;yes
http://data.europa.eu/sdg/17.15;17.15;17;respect each country s policy space;Respect each country’s policy space;6;1;yes
http://data.europa.eu/sdg/17.15;17.15;17;country s policy space;Respect each country’s policy space;7;1;yes
http://data.europa.eu/sdg/17.15;17.15;17;leadership to establish;leadership to establish;6;1;yes
http://data.europa.eu/sdg/17.15;17.15;17;policies for poverty eradication;implement policies for poverty eradication;6;1;yes
http://data.europa.eu/sdg/17.15;17.15;17;poverty eradication;implement policies for poverty eradication;7;1;yes
http://data.europa.eu/sdg/17.16;17.16;17;partnership for sustainable development;Enhance the Global Partnership for Sustainable Development;6;1;yes
http://data.europa.eu/sdg/17.16;17.16;17;complemented by multi-stakeholder partnerships that mobilize;complemented by multi-stakeholder partnerships that mobilize;6;1;yes
http://data.europa.eu/sdg/17.16;17.16;17;partnerships that mobilize;complemented by multi-stakeholder partnerships that mobilize;7;1;yes
http://data.europa.eu/sdg/17.16;17.16;17;knowledge;share knowledge;6;2;yes
http://data.europa.eu/sdg/17.16;17.16;17;expertise;expertise;6;1;yes
http://data.europa.eu/sdg/17.16;17.16;17;financial resources;financial resources;6;1;yes
http://data.europa.eu/sdg/17.16;17.16;17;developing countries;developing countries;6;22;no
http://data.europa.eu/sdg/17.17;17.17;17;encourage;Encourage;6;1;yes
http://data.europa.eu/sdg/17.17;17.17;17;effective public;promote effective public;6;1;yes
http://data.europa.eu/sdg/17.17;17.17;17;public-private;public-private;6;1;yes
http://data.europa.eu/sdg/17.17;17.17;17;civil society partnerships;civil society partnerships;6;1;yes
http://data.europa.eu/sdg/17.17;17.17;17;building on the experience;building on the experience;6;1;yes
http://data.europa.eu/sdg/17.17;17.17;17;resourcing strategies of partnerships;resourcing strategies of partnerships;6;1;yes
http://data.europa.eu/sdg/17.17;17.17;17;strategies of partnerships;resourcing strategies of partnerships;7;1;yes
http://data.europa.eu/sdg/17.18;17.18;17;capacity-building support to developing countries;enhance capacity-building support to developing countries;6;1;yes
http://data.europa.eu/sdg/17.18;17.18;17;developing countries;enhance capacity-building support to developing countries;7;22;no
http://data.europa.eu/sdg/17.18;17.18;17;developed countries;for least developed countries;6;19;no
http://data.europa.eu/sdg/17.18;17.18;17;small island developing states;small island developing States;6;9;no
http://data.europa.eu/sdg/17.18;17.18;17;island developing states;small island developing States;7;10;no
http://data.europa.eu/sdg/17.18;17.18;17;increase significantly the availability of high-quality;to increase significantly the availability of high-quality;6;1;yes
http://data.europa.eu/sdg/17.18;17.18;17;availability of high-quality;to increase significantly the availability of high-quality;7;1;yes
http://data.europa.eu/sdg/17.18;17.18;17;timely;timely;6;1;yes
http://data.europa.eu/sdg/17.18;17.18;17;reliable data disaggregated by income;reliable data disaggregated by income;6;1;yes
http://data.europa.eu/sdg/17.18;17.18;17;disaggregated by income;reliable data disaggregated by income;7;1;yes
http://data.europa.eu/sdg/17.18;17.18;17;gender;gender;6;1;yes
http://data.europa.eu/sdg/17.18;17.18;17;age;age;6;1;yes
http://data.europa.eu/sdg/17.18;17.18;17;race;race;6;2;yes
http://data.europa.eu/sdg/17.18;17.18;17;ethnicity;ethnicity;6;2;yes
http://data.europa.eu/sdg/17.18;17.18;17;migratory status;migratory status;6;1;yes
http://data.europa.eu/sdg/17.18;17.18;17;disability;disability;6;3;yes
http://data.europa.eu/sdg/17.18;17.18;17;geographic location;geographic location;6;1;yes
http://data.europa.eu/sdg/17.18;17.18;17;characteristics relevant in national contexts;other characteristics relevant in national contexts;6;1;yes
http://data.europa.eu/sdg/17.19;17.19;17;gross domestic product;build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product;7;2;yes
http://data.europa.eu/sdg/17.19;17.19;17;statistical capacity-building in developing countries;support statistical capacity-building in developing countries;6;1;yes
http://data.europa.eu/sdg/17.19;17.19;17;developing countries;support statistical capacity-building in developing countries;7;22;no
